City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,alofi,-19.0595,-169.9187,296.09,64,100,5.66,NU,1698215636
365,poronaysk,49.2167,143.1167,280.2,78,100,3.3,RU,1698215636
366,nadym,65.5333,72.5167,270.2,89,96,2.15,RU,1698215636
367,susuman,62.7833,148.1667,259.81,92,92,0.89,RU,1698215636
368,santana,-0.0583,-51.1817,299.25,89,20,2.57,BR,1698215637
369,clorinda,-25.2848,-57.7185,295.24,90,98,3.58,AR,1698215637
370,ribeira brava,32.65,-17.0667,295.21,80,51,1.22,PT,1698215637
371,paracuru,-3.41,-39.0306,299.88,84,32,3.63,BR,1698215485
372,atar,20.5169,-13.0499,298.94,36,5,5.45,MR,1698215638
373,melfort,52.8667,-104.6177,265.22,73,41,3.09,CA,1698215639
374,obock,12.25,43.0833,301.19,51,10,10.21,DJ,1698215639
375,skhira,34.2992,10.07,294.97,77,100,5.25,TN,1698215639
376,long beach,33.767,-118.1892,293.08,88,100,1.54,US,1698215284
377,urangan,-25.3,152.9,296.25,77,0,5.67,AU,1698215581
378,cowansville,45.2001,-72.7491,285.79,92,100,1.03,CA,1698215640
379,ressano garcia,-25.442,31.9913,299.4,45,2,5.04,MZ,1698215640
380,glendive,47.1053,-104.7125,271.94,93,100,5.66,US,1698215641
381,ta`u,-14.2336,-169.5144,299.7,75,46,10.06,AS,1698215641
382,westport,41.1415,-73.3579,286.9,85,0,2.06,US,1698215407
383,saudarkrokur,65.7461,-19.6394,274.36,80,100,1.34,IS,1698215641
384,florencia,43.7667,11.25,290.79,91,40,2.57,IT,1698215642
385,boa esperanca,-21.09,-45.5658,294.14,80,100,2.45,BR,1698215642
386,barrancas,10.9576,-72.7877,296.87,97,49,0.63,CO,1698215643
387,bengkulu,-3.8004,102.2655,300.66,77,100,4.48,ID,1698215643
388,sarangani,5.4033,125.4636,302.66,73,9,6.43,PH,1698215643
389,algeciras,36.1333,-5.4505,290.97,82,75,6.17,ES,1698215644
390,holualoa,19.6228,-155.9522,298.06,82,75,3.09,US,1698215644
391,rio grande,-32.035,-52.0986,287.26,90,69,5.37,BR,1698215644
392,yeed,4.55,43.0333,303.04,55,33,4.88,SO,1698215645
393,fomboni,-12.28,43.7425,299.81,83,100,7.43,KM,1698215646
394,egilsstadir,65.2653,-14.3948,268.1,93,0,2.06,IS,1698215646
395,san julian,21.0167,-102.1667,286.73,76,98,1.34,MX,1698215646
396,acapulco de juarez,16.8634,-99.8901,297.53,92,100,14.44,MX,1698215647
397,kilju,40.9642,129.3278,291.13,49,8,2.58,KP,1698215647
398,dongtai,32.8523,120.3095,299.43,37,100,0.14,CN,1698215647
399,pacific grove,36.6177,-121.9166,287.27,86,100,4.12,US,1698215446
400,tangalle,6.024,80.7911,303.24,69,53,2.95,LK,1698215648
401,bikenibeu village,1.3673,173.1241,302.13,84,75,3.09,KI,1698215648
402,tadine,-21.55,167.8833,294.56,91,100,8.18,NC,1698215649
403,usinsk,65.9939,57.5281,262.08,94,18,4.47,RU,1698215649
404,camaqua,-30.8511,-51.8122,286.16,97,43,2.09,BR,1698215649
405,mananjary,-21.2167,48.3333,302.19,64,0,1.62,MG,1698215649
406,vetluga,57.8557,45.781,273.01,75,36,3.43,RU,1698215650
407,khekra,28.8667,77.2833,300.18,23,0,2.87,IN,1698215650
408,yakeshi,49.2833,120.7333,279.58,21,1,9.53,CN,1698215650
409,port alberni,49.2413,-124.8028,279.06,94,100,0.89,CA,1698215651
410,new norfolk,-42.7826,147.0587,282.55,72,54,4.33,AU,1698215651
411,eureka,40.8021,-124.1637,284.68,92,100,0.45,US,1698215651
412,hauterive,46.0901,3.4459,287.03,76,41,6.39,FR,1698215652
413,patos,-7.0244,-37.28,296.06,73,100,2.19,BR,1698215644
414,vilyuchinsk,52.9306,158.4028,279.22,76,100,1.7,RU,1698215652
415,tagiura,32.8817,13.3506,301.77,36,100,1.25,LY,1698215653
416,bani mazar,28.5036,30.8004,299.77,48,0,6.32,EG,1698215653
417,urucara,-2.5364,-57.76,298.46,76,5,0.9,BR,1698215653
418,tacuarembo,-31.7333,-55.9833,282.47,96,8,2.69,UY,1698215654
419,namibe,-15.1961,12.1522,292.27,78,52,1.76,AO,1698215354
420,mopti,14.6667,-4.0,300.84,16,15,2.83,ML,1698215654
421,banda aceh,5.5577,95.3222,302.18,69,98,2.69,ID,1698215655
422,krasnogvardeyskoye,45.8456,41.5186,288.07,54,37,3.23,RU,1698215655
423,port augusta,-32.5,137.7667,289.03,36,9,11.8,AU,1698215655
424,saint-philippe,-21.3585,55.7679,301.92,78,33,3.31,RE,1698215656
425,roosevelt,33.9668,-103.4505,289.27,82,99,2.78,US,1698215656
426,micheweni,-4.9667,39.8333,302.2,67,40,0.23,TZ,1698215657
427,kosonsoy,41.2561,71.5508,289.46,16,21,1.55,UZ,1698215657
428,neufchateau,48.35,5.7,283.45,93,100,7.57,FR,1698215658
429,puerto penasco,31.3167,-113.5333,298.1,61,0,3.7,MX,1698215549
430,leirvik,59.7798,5.5005,282.94,53,0,4.63,NO,1698215658
431,chandler,33.3062,-111.8412,295.01,49,40,2.06,US,1698215227
432,emmeloord,52.7108,5.7486,282.59,97,24,0.89,NL,1698215659
433,mugia,43.1041,-9.2179,290.88,84,100,8.97,ES,1698215659
434,nagqu,31.5,92.0,275.83,38,100,6.51,CN,1698215660
435,axim,4.8699,-2.2405,299.17,87,100,3.39,GH,1698215660
436,kailua-kona,19.6406,-155.9956,300.13,85,75,3.09,US,1698215660
437,bardai,11.65,7.2333,296.17,25,73,3.01,NG,1698215660
438,palekh,56.8028,41.8572,271.97,80,9,2.99,RU,1698215661
439,shitanjing,39.2342,106.3439,288.63,21,15,5.09,CN,1698215661
440,swakopmund,-22.6833,14.5333,287.58,88,0,2.24,NA,1698215661
441,machico,32.7,-16.7667,295.21,82,40,0.51,PT,1698215662
442,mengellang,7.6957,134.6305,303.1,73,81,3.93,PW,1698215662
443,indianola,41.3581,-93.5574,290.07,86,100,0.89,US,1698215445
444,juneau,58.3019,-134.4197,274.94,89,20,1.54,US,1698215495
445,ponta delgada,37.7333,-25.6667,294.55,94,40,8.75,PT,1698215663
446,nuuk,64.1835,-51.7216,271.49,69,100,0.51,GL,1698215663
447,cockburn town,21.4612,-71.1419,301.02,73,52,10.28,TC,1698215482
448,gloucester,51.8657,-2.2431,282.7,93,100,3.86,GB,1698215596
449,matamey,13.4231,8.4749,299.78,13,100,3.42,NE,1698215664
450,ormara,25.2088,64.6357,300.75,70,0,4.79,PK,1698215664
451,port saint john's,-31.6229,29.5448,293.61,53,0,3.51,ZA,1698215665
452,st. john's,47.5649,-52.7093,278.79,89,40,8.23,CA,1698215493
453,tamiahua,21.2667,-97.45,298.45,93,44,3.69,MX,1698215665
454,gillette,44.2911,-105.5022,280.66,90,100,3.6,US,1698215666
455,portland,45.5234,-122.6762,283.14,94,100,6.17,US,1698215284
456,bac lieu,9.285,105.7244,303.4,67,53,3.47,VN,1698215666
457,fort st. john,56.2499,-120.8529,262.09,73,0,3.09,CA,1698215666
458,papao,-17.75,-149.55,298.97,78,27,6.12,PF,1698215667
459,izberbash,42.5696,47.8645,289.18,73,100,3.16,RU,1698215599
460,poxoreo,-15.8372,-54.3892,297.79,75,23,0.93,BR,1698215667
461,karratha,-20.7377,116.8463,308.6,26,0,5.71,AU,1698215493
462,finote selam,10.7,37.2667,292.94,80,50,0.85,ET,1698215668
463,tual,-5.6667,132.75,300.57,74,61,4.14,ID,1698215668
464,kharan,28.5833,65.4167,302.73,14,0,2.05,PK,1698215668
465,la foa,-21.7108,165.8276,296.13,83,100,2.9,NC,1698215669
466,aflou,34.1128,2.1023,283.86,77,27,2.73,DZ,1698215669
467,tazovsky,67.4667,78.7,267.15,91,17,1.96,RU,1698215541
468,gonabad,34.3529,58.6837,298.62,16,88,1.22,IR,1698215670
469,el calafate,-50.3408,-72.2768,277.76,74,25,1.66,AR,1698215670
470,mogadishu,2.0371,45.3438,302.08,84,75,2.57,SO,1698215670
471,kottagudem,17.55,80.6333,303.36,50,6,1.96,IN,1698215671
472,borovskoy,53.8,64.15,280.4,92,100,7.93,KZ,1698215671
473,arkhangel'sk,64.5401,40.5433,274.89,74,72,1.47,RU,1698215671
474,necochea,-38.5473,-58.7368,280.01,86,0,0.63,AR,1698215671
475,selfoss,63.9331,-20.9971,279.29,82,100,4.03,IS,1698215672
476,loralai,30.3705,68.598,296.03,23,0,2.84,PK,1698215672
477,aykhal,66.0,111.5,264.9,90,97,8.25,RU,1698215672
478,labrador city,52.9463,-66.9114,275.1,93,100,3.6,CA,1698215410
479,tucuma,-0.1833,-50.05,298.29,82,6,3.14,BR,1698215446
480,island harbour,50.724,-1.2758,284.78,94,100,3.13,GB,1698215673
481,mata-utu,-13.2816,-176.1745,300.67,80,32,10.34,WF,1698215674
482,san jose del cabo,23.0589,-109.6977,296.89,76,0,3.6,MX,1698215674
483,touros,-5.1989,-35.4608,296.83,81,16,4.03,BR,1698215674
484,tawau,4.2498,117.8871,306.22,62,9,4.02,MY,1698215675
485,sydney,-33.8679,151.2073,296.98,68,75,6.17,AU,1698214906
486,cukai,4.25,103.4167,305.12,64,56,2.13,MY,1698215676
487,petrosino,37.7077,12.4999,295.08,73,100,6.4,IT,1698215676
488,greymouth,-42.4667,171.2,285.1,94,65,1.03,NZ,1698215677
489,gamba,-2.65,10.0,297.46,91,100,1.21,GA,1698215677
490,ochakiv,46.6128,31.5498,288.94,74,100,8.6,UA,1698215677
491,regina,50.4501,-104.6178,266.21,82,75,3.6,CA,1698215469
492,masterton,-40.9597,175.6575,286.42,87,100,2.08,NZ,1698215678
493,bel ombre,-4.6167,55.4167,303.06,74,20,6.17,SC,1698215678
494,bayji,34.9311,43.487,298.82,44,0,3.65,IQ,1698215679
495,slave lake,55.2834,-114.769,266.14,73,100,5.66,CA,1698215679
496,zaozersk,69.4005,32.4476,269.67,97,80,1.56,RU,1698215679
497,bayanhongor,46.7167,100.1167,278.04,18,13,2.03,MN,1698215681
498,sosnovskoye,55.8052,43.167,272.52,71,9,3.36,RU,1698215681
499,pangkalpinang,-2.1333,106.1333,305.23,53,21,3.91,ID,1698215681
500,naantali,60.4674,22.0243,273.38,87,100,3.6,FI,1698215682
501,saint-julien-les-villas,48.2667,4.1,285.13,94,100,6.69,FR,1698215682
502,nica,43.7031,7.2661,290.05,72,0,4.63,FR,1698215600
503,gorom-gorom,14.4439,-0.2361,301.04,21,33,2.82,BF,1698215683
504,lata,40.1629,-8.3327,289.22,98,100,1.85,PT,1698215683
505,orange,33.7,-117.7675,292.93,85,100,2.57,US,1698215683
506,villemur-sur-tarn,43.8671,1.5028,287.46,68,100,2.07,FR,1698215684
507,hovd,48.0056,91.6419,282.9,17,16,1.73,MN,1698215684
508,jayapura,-2.5333,140.7,304.81,79,88,2.77,ID,1698215684
509,treasure island,27.7692,-82.769,295.38,74,29,1.79,US,1698215685
510,sao vicente,-23.9631,-46.3919,299.41,26,100,1.83,BR,1698215454
511,williams lake,52.1415,-122.1445,268.74,51,0,4.12,CA,1698215685
512,hami,42.8,93.45,291.14,26,0,0.67,CN,1698215686
513,markaz-e woluswali-ye achin,34.1258,70.7078,299.65,30,0,1.41,AF,1698215686
514,viana do castelo,41.6932,-8.8329,290.45,91,100,4.6,PT,1698215686
515,san luis de la loma,17.2706,-100.8939,298.91,85,100,3.3,MX,1698215687
516,mandalgovi,45.7625,106.2708,283.25,17,16,4.01,MN,1698215687
517,dera bugti,29.0307,69.151,303.69,23,0,2.16,PK,1698215687
518,hasaki,35.7333,140.8333,296.09,68,100,4.59,JP,1698215687
519,copala,16.65,-98.9833,298.49,90,100,8.15,MX,1698215688
520,butembo,0.15,29.2833,293.33,80,68,0.81,CD,1698215688
521,cidade velha,14.9167,-23.6167,299.41,78,40,6.17,CV,1698215688
522,imbituba,-28.24,-48.6703,290.9,91,100,5.14,BR,1698215689
523,abu zabad,12.35,29.25,305.48,31,6,1.63,SD,1698215689
524,mitu,1.1983,-70.1733,295.76,99,100,0.77,CO,1698215689
525,barranca,-10.75,-77.7667,291.61,92,100,3.28,PE,1698215689
526,lobito,-12.3481,13.5456,298.31,75,98,1.94,AO,1698215690
527,al matlin,37.2452,10.05,292.92,77,83,6.27,TN,1698215690
528,brigantine,39.4101,-74.3646,288.16,92,0,3.6,US,1698215691
529,minas de marcona,-15.2119,-75.1103,286.42,93,100,5.56,PE,1698215691
530,road town,18.4167,-64.6167,301.64,75,6,4.01,VG,1698215691
531,al faw,29.9776,48.4741,300.15,38,100,5.47,IQ,1698215692
532,tisul',55.7611,88.3122,277.06,80,100,10.29,RU,1698215692
533,hudiksvall,61.729,17.1036,276.11,71,100,3.3,SE,1698215692
534,kushiro,42.975,144.3747,286.68,88,20,5.14,JP,1698215693
535,bestobe,52.4994,73.0975,282.53,41,100,10.13,KZ,1698215693
536,amga,60.8953,131.9608,269.61,88,99,1.86,RU,1698215693
537,le port,-20.9373,55.2919,302.53,84,0,4.63,RE,1698215694
538,bonthe,7.5264,-12.505,296.74,95,100,2.27,SL,1698215694
539,alaghsas,17.0187,8.0168,296.09,16,58,4.63,NE,1698215694
540,winburg,-28.518,27.0093,294.3,17,0,2.61,ZA,1698215695
541,iringal,11.5593,75.611,303.71,60,2,2.86,IN,1698215695
542,aldan,58.6031,125.3894,271.74,97,100,3.14,RU,1698215695
543,waddan,29.1614,16.139,300.52,25,18,1.98,LY,1698215696
544,radom,51.4025,21.1471,286.33,97,100,3.13,PL,1698215564
545,pirane,-25.7324,-59.1088,294.09,85,84,3.5,AR,1698215696
546,paita,-5.0892,-81.1144,293.12,86,68,4.17,PE,1698215697
547,ghadamis,30.1337,9.5007,301.51,17,100,3.49,LY,1698215697
548,saskatoon,52.1168,-106.6345,264.35,89,0,3.09,CA,1698215153
549,sferracavallo,42.726,12.0956,291.35,96,89,6.96,IT,1698215698
550,angel r. cabada,18.5833,-95.4333,298.07,92,100,1.35,MX,1698215698
551,lhokseumawe,5.1801,97.1507,301.57,72,83,3.12,ID,1698215698
552,chingola,-12.529,27.8838,302.5,25,100,4.13,ZM,1698215699
553,rasht,37.2808,49.5832,294.05,64,75,2.06,IR,1698215699
